,0
0,0.9493243972230041
1,0.9500387116569116
2,0.9351860744297719
3,0.9282699316811531
4,0.9275905362144856
5,0.9203761984302771
6,0.9349447682824603
7,0.9429148232719661
8,0.9645258103241295
9,0.9287117426542076
10,0.9347199789006512
11,0.9118072333962042
12,0.941530308295567
13,0.9425242533044005
14,0.9353175337120494
15,0.9713496630536274
16,0.9426925770308122
17,0.9141439486133542
18,0.9420125948930296
19,0.9428873076170348
20,0.9256122448979592
21,0.9492787527497063
22,0.9409947136749436
23,0.9638410364145659
24,0.941792975563431
25,0.9638695233338089
26,0.9497023051644901
27,0.9428654795251434
28,0.9563932534736382
29,0.919017712348097
30,0.9572251041391523
31,0.9270372574520412
32,0.9494384715608731
33,0.9493648842936384
34,0.9340027448359661
35,0.9198394832241196
36,0.9570102426935687
37,0.898140589569161
38,0.9638298804370233
39,0.9345221750027242
40,0.906021238086696
41,0.9508714254932743
42,0.8936382579787769
43,0.9423499088630667
44,0.935883521240664
45,0.9341640898783755
46,0.9123867704976727
47,0.9151299017950941
48,0.9338946487685984
49,0.9569959215570285
50,0.9572293773968917
51,0.9126652501265505
52,0.9343585950780007
53,0.9223448886292376
54,0.9415247917348757
55,0.9128929442590434
56,0.9081407110378997
57,0.9497564935064935
58,0.9568456449565472
59,0.9076685180810182
60,0.9198327201694074
61,0.9502978009385572
62,0.9057204700061844
63,0.9566307288465625
64,0.941215864336165
65,0.9349014839169253
66,0.9352509492459351
67,0.9560034923060131
68,0.9498296754732682
69,0.9217059694691274
70,0.9269160997732427
71,0.9361649671657027
72,0.9346026129750146
73,0.956329488317066
74,0.9361684475468296
75,0.9279443951493641
76,0.956467950018923
77,0.9564111553712393
78,0.8911575572257888
79,0.9369696864252948
80,0.9429083303802069
81,0.9634835752482811
82,0.9631743606533523
83,0.9424680641487364
84,0.9567296775169398
85,0.9636311342718906
86,0.9320414074720795
87,0.9255949553734536
88,0.9573503787479906
89,0.9503303930267758
90,0.943573474046716
91,0.9275330132052821
92,0.9207929415305192
93,0.9188142331524684
94,0.9498384680826077
95,0.9561030644141714
96,0.9641387786998856
97,0.9358907199243334
98,0.9420909416398138
99,0.9399875892385939
